dataset_source,species,breed,age_years,weight_kg,body_temp_c,symptoms,outcome_diagnosis
Classification,Birds,,,,,"Liquid Dropping, Exhaustion, Ataxia, Lethargy, Seizures",Dangerous: Yes
Classification,Birds,,,,,"Undigested in their feces, Loss of Appetite, Loss of pigment, Weakness, Bloody in feather",Dangerous: Yes
Classification,Birds,,,,,"Sharp Feather, Clubbed Feather, Eye disharge, Loss of powder down, Diarrhea",Dangerous: Yes
Classification,Birds,,,,,"Ruffled Appearance, Loss of Appetite, Vomiting, Green Dropping, Nasal Discharge",Dangerous: Yes
Classification,Birds,,,,,"Sinuses, Swollen Eyelids, Skin rashes, Sneezing, Misshapen Beak",Dangerous: Yes
Classification,Birds,,,,,"Feather Loss, Feather Plucking, Coughing, Itching, Nasal Discharge",Dangerous: Yes
Classification,Birds,,,,,"Watery Eyes, Eye closed, Weight loss, Sneezing, Nervous Issue",Dangerous: Yes
Classification,Birds,,,,,"Bony Lesion, Skin Rashes, Ataxia, Anorexia, Weakness",Dangerous: Yes
Classification,Birds,,,,,"Tremor of head and neck, Blindness, Kicking at the belly, Exercise in tolerance, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Swollen Belly, Dullness, Discharge, Urination, Lying down",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Dullness, Depression, Weight loss, Anorexia",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Succumb, Spread of infection, Weight loss, Anorexia",Dangerous: Yes
Classification,Sheep,,,,,"Signs in rams, Signs in ewe, Underdeveloped muscles, Semen Examination, Reduce Lamp marking",Dangerous: Yes
Classification,Sheep,,,,,"Spines, Unusally thin, Weakness, Enlarged skulls, Weakness",Dangerous: Yes
Classification,Sheep,,,,,"Discharge , Sudden Abortion, Hemoglobinuria, Death of lamb, Weight Loss",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Hemolytic anemia, Sweats, congestion, Jaundice",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Tiredness, loss of appetite, Muscle aches, Chest Pain",Dangerous: Yes
Classification,Sheep,,,,,"Excess salivation, Diarrhea, Depression, Nasal discharge, Weakness",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Diarrhea, Incoordination, Abortion, Blood Poisioning ",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Wasting, Dehydration, Deability, Weakness",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Diarrhea, Muscle twiching, Lameness, Weight loss",Dangerous: Yes
Classification,Sheep,,,,,"Teeth griding, Apathy, Dehydration, Ruminal stasis, Watery faeces",Dangerous: nan
Classification,Sheep,,,,,"Fever, Depression, Lying down, Weak Pulse, Colic",Dangerous: Yes
Classification,Sheep,,,,,"Swelling, Lameness, Hyperaestesia, Hock joint, Weight loss",Dangerous: Yes
Classification,Sheep,,,,,"Head tilt, Circling, Muscles ache, Blindness, Seizures",Dangerous: Yes
Classification,Sheep,,,,,"Decreased growth of bone, Depression, Grunting, Lameness, Weight loss",Dangerous: Yes
Classification,Sheep,,,,,"Swollen left abdomen, Lying Down, Staggering, Urination, Extension of neck",Dangerous: Yes
Classification,Sheep,,,,,"Cessation of eructation, Difficulty in breathing, Depression, Anorexia, Colic",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Excession Salivation, Abnormal conformation, Ulcerated muscle, Ulcerated ear",Dangerous: Yes
Classification,Sheep,,,,,"Barren ewes, Abortion, Poor conformation, Hairy Fleeces, Weight loss",Dangerous: Yes
Classification,Sheep,,,,,"Tremor , Viability, Coughing, Anorexia, Weight Loss",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Tachypea, Swelling of head and neck, Anorexia, Nasal Discharge",Dangerous: Yes
Classification,Sheep,,,,,"lllthrift, Skin Lesion, Lameness, Swelling on theBody, Weight loss",Dangerous: Yes
Classification,Sheep,,,,,"Swelling, Heat, Flank, Pain, Nasal Discharge",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Loss of appetite, Lameness, Rump, Weight Loss",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Swelling, loss of appetite, Anorexia, Weight Loss",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Diarrhea, Bloody droping, Abdominal discomfort, Lethargy",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Depression, Small intestines, Death, Flock Moratality",Dangerous: Yes
Classification,Sheep,,,,,"haemorrhage, Straw colored, Abdominal pain, Death, Carcass decomposes",Dangerous: Yes
Classification,Sheep,,,,,"Bloody Diarhhea, Depression, Dullness, Death, Weakness",Dangerous: Yes
Classification,Sheep,,,,,"Reluctant Move, Loss of Appetite, Lameness, Death, Weakness",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Depression, loss of appetite, Loss of appetite, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Difficulty in breathing, Lethargy, Death, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Poor wool, Loss of Appetite, Lameness, Small size, Poor Body condition",Dangerous: Yes
Classification,Sheep,,,,,"Poor immune function, Achomotrica, Dehydration, Death, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Abdominal pain, Diarrhea, Malpresentation, Shock, Anorexia",Dangerous: Yes
Classification,Sheep,,,,,"Fetopelvic dispropotion, Uteria inertia, Despression, Death, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Watery Diarrhea dispropotion, Sick, Corneal Ulceration, Loss of appetite, Death",Dangerous: Yes
Classification,Sheep,,,,,"Severe kerititis, Conjunctive, Discharge, Iris prolapse, Loss of eye",Dangerous: Yes
Classification,Sheep,,,,,"Swollen, Testical Pain, Itches, Bloody discharge, Tenderness",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Diarrhea, Depression, Scratches, Weight Loss",Dangerous: Yes
Classification,Sheep,,,,,"Foul Smelling, Dullness, Dirty, Stained Wool, Tail shaking",Dangerous: Yes
Classification,Sheep,,,,,"Sheep often bites, Fleece become thin, Loss of wool, Death, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Dullness, Dullness, Skin Rashes, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Difficulty in breathing, Rub, Coughing, Sneezing",Dangerous: Yes
Classification,Sheep,,,,,"Restlessness, Kick, Lethargy, Nible at their wool, Scratching",Dangerous: Yes
Classification,Sheep,,,,,"Jaundice, Loss of appetite, Rough Hair coat, Coughing, Death",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Reduce Reproductive potential, Agalactia, Loss of milk production, Sloughing of the tail",Dangerous: Yes
Classification,Sheep,,,,,"Pyrexia, Oral lesion, Swelling, Lameness, Death",Dangerous: Yes
Classification,Sheep,,,,,"Red skin, Loss of appetite, Moist, Lameness, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Limping, Skin colour change, Flabby, Raw, Sensitive to touch",Dangerous: Yes
Classification,Sheep,,,,,"Groosly enlarged, Skin may thicken, Convulsion, Edematous, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Hyperexcitability, Muscular Spasms, Gums, Death, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Decreased eyelid, Very cold skin, Lethargy, Lip, Fever",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Diarrhea, Muscus, Weight loss, Death",Dangerous: Yes
Classification,Sheep,,,,,"Foul Smelling, Diarrhea, Colic, Bloody discharge, Blood Clots",Dangerous: Yes
Classification,Sheep,,,,,"Inability to digest, Diarrhea, Dehydration, Weight loss, Anemia",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Diarrhea, Pot belly, Death, Loss of appettite",Dangerous: Yes
Classification,Sheep,,,,,"Emaciation, Diarrhea, Coughing, Weight loss, Death",Dangerous: Yes
Classification,Sheep,,,,,"Respiratory distress, Diarrhea, Death, Reduce milk , Weight loss",Dangerous: Yes
Classification,Sheep,,,,,"lllthrift, Bottle jaw, Strange behaviour, Aneamia, Jaundice",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Lameness, Wasting, Blindness, Staggering",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Diarrhea, Clearly unthrifty, Weight loss, Good appetite",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Dullness, Relunctance to walk, Infected navels, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Tenderness, Foot Hot, Facial Paralysis, Weight loss, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Lack of coordination, Painfull to touch, Circling, Depression",Dangerous: Yes
Classification,Sheep,,,,,"Swollen, Warm, Constipation, Depression, Bloody",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Loss of appetite, Stumbling, Restlessness, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Unsteady Gait, Twitching, Blindness, Swelling on joints, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Ulcer, Scabs, Discharge from eye, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Smell of ammonia, Ulcer, Depression, Swelling, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Lethargy, Blindness, Inappentence, Increased in breathing",Dangerous: Yes
Classification,Sheep,,,,,"Wandering, Circling, Blindness, Head Pressing, Recumbency",Dangerous: Yes
Classification,Sheep,,,,,"Tremors, Lying on the side, Difficulty in Swallowing, Death, Not eating",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Difficulty in breathing, Coughing, Sneezing, Seizures",Dangerous: Yes
Classification,Sheep,,,,,"Swelling, Loss of appetite, Wool loss, Tears, Death",Dangerous: Yes
Classification,Sheep,,,,,"Wool is clumped, Feels stiff, Staggering, Skin Rashes, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Swaying, Behaviour change, Tremor, Jerky limb movements, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Cell Damage, Behaviour change, Weight loss, Pruritis, Death",Dangerous: Yes
Classification,Sheep,,,,,"Swelling, Discomfort, Difficulty in rising, Death, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Swollen, Hot joints, Pustulses, Difficulty in Walk, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Formation of vesicles, Nostrils, Abnormally long leg, Scabs on lip, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Skeleten abnormalities, Facial defects, Hair loss, Flat ribs, Underdeveloped muscles",Dangerous: Yes
Classification,Sheep,,,,,"Wether restless, Kicking, Normal appetite, Attempt to urinate, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Inability to stand , Pains to Walk, Depression, Weakness, Stiffness",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Succumb, Sluggish, Anorexia, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Listless, Bottle jaw, Malpresentation, Death, Oxygen defiency",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Swelling, Bloody, Death, Anemia",Dangerous: Yes
Classification,Sheep,,,,,"Thivk skin, Crusty, Scaly skin, Lesion, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Abortion, Vomiting, Weight loss, Anorexia",Dangerous: Yes
Classification,Sheep,,,,,"Dizzines, Anemia, Vomiting, Head ache, Nausea",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Wool loss, Swelling, Weight loss, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Tear production, Anversion to light, Bluish white opacity, Blindness, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Swelling, Lameness, Heat, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Skin color change, Crusty, Scaly skin, Irritation, Blister",Dangerous: Yes
Classification,Sheep,,,,,"Radip onset, Stiff, Muscle Trembling, Weakness, Death",Dangerous: Yes
Classification,Sheep,,,,,"Head Shking, Discharge from ear, Scartching ear, Odor to Ear, Redness on ear",Dangerous: Yes
Classification,Sheep,,,,,"Discharge From eyes, Redness of eye, Blindness, Scartches, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Fever, Loss of Appetite, Scartches, Death, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Discomfort, Loss of Appetite, Bloody Diarrhea, Profuse, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Swelling, Larynx, Swelling on jaw, Hoarseness, Neck Vein Swelling",Dangerous: Yes
Classification,Sheep,,,,,"Inflammation , Discomfort, Kicking at the belly, Urine infection, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Isolation from flock, Stealing , Nesting behaviour, Pawing at bedding, Pains",Dangerous: Yes
Classification,Sheep,,,,,"Listless, Difficulty in walking, Grinding of teeth, Blindness, Ataxia",Dangerous: Yes
Classification,Sheep,,,,,"Bluish white opacity, Aversion to light, Tear produce, Blindness, weakness",Dangerous: Yes
Classification,Sheep,,,,,"Head tossing, Wool loss, Fast breathing, Bleeding wounds, Skin issue",Dangerous: Yes
Classification,Pigs,,,,,"Coughing , panting, facial swelling,, Production of mucus, Fatigue",Dangerous: Yes
Classification,Fowl,,,,,"cough, sneeze, droopy wings, twisted neck, droopy wings",Dangerous: Yes
Classification,Duck,,,,,"Shortness of breath., Fatigue, chirping, loss of appetite, swollen abdomen",Dangerous: Yes
Classification,Other Birds,,,,,"Gasping, coughing , mild weakness, droopy wings, twisted neck",Dangerous: Yes
Classification,Pigs,,,,,"Excessive blood loss, dizziness and fainting, Blurry vision, watery eyes, slow growth",Dangerous: Yes
Classification,Fowl,,,,,"Nosebleed , Trauma, mild weakness, Nose picking, Dry air",Dangerous: Yes
Classification,Duck,,,,,"Bleeding from other parts of the body, confusion, Nasal discharge, loss of alertness,  dizziness and fainting",Dangerous: Yes
Classification,Other Birds,,,,,"Bad breath, Pawing at the face or nose, cough , Sneezing, Bleeding from the nose",Dangerous: Yes
Classification,Fowl,,,,,"extending its neck, gasping for air, gasping for breath, difficulty swallowing, gasping for breath",Dangerous: Yes
Classification,Duck,,,,,"difficulty swallowing, cough , difficulty swallowing, gasping for air, extending its neck",Dangerous: Yes
Classification,Other Birds,,,,,"cough , gasping for air, Weight loss, gasping for breath, extending its neck",Dangerous: Yes
Classification,Pigs,,,,,"weakness, decreased stool production, distended stomach, heavy breathing, restless movement",Dangerous: Yes
Classification,Fowl,,,,,"Eye redness, Frequent eye Infections, Crusty eye lashes and matting of eyelashes, foul smelling stools,  increased passing gas",Dangerous: Yes
Classification,Duck,,,,,"Excessive eye watering, Eye redness, weakness, Mucus discharge from the eye, Frequent eye Infections",Dangerous: Yes
Classification,Other Birds,,,,,"Sudden death, loss of appetite,  rapid heartbeats, fluffed feathers, lack of vocalizations",Dangerous: Yes
Classification,Fowl,,,,,"unable to urinate, Lightheadedness , droopiness, rectal bleeding, swollen abdomen",Dangerous: Yes
Classification,Duck,,,,,"Extreme thirst, bloody discharge, Loss of appetite, inability to fly, loss of wariness",Dangerous: Yes
Classification,Other Birds,,,,,"Egg production stops, Broody behavior, loss of appetite, Weight loss, Constipation",Dangerous: Yes
Classification,Fowl,,,,,"nausea, vomiting, loss of appetite, experiencing changes in weight,  pain and bloating",Dangerous: Yes
Classification,Duck,,,,,"burning ache or pain, vomiting, loss of appetite, experiencing changes in weight,  pain and bloating",Dangerous: Yes
Classification,Other Birds,,,,,"Continuous loss of weight, Regurgitation of food, wheezing, Excessive food intake, Undigested seeds",Dangerous: Yes
Classification,Snake,,,,,"loss of appetite, lathargy, abortion, gurgling sound, Depression",Dangerous: Yes
Classification,Horse,,,,,"fever, mild colic, loss of tail tone, loss of appetite, depression",Dangerous: Yes
Classification,Horse,,,,,"head tilt, lathargy, lathargy, urine dribbling, inability to rise",Dangerous: Yes
Classification,Horse,,,,,"fever, loss of appetite, respiratory noise, Weight loss, depression",Dangerous: Yes
Classification,Horse,,,,,"fever, nasal discharge, muscular stiffness, swollen lymph nodes, depression",Dangerous: Yes
Classification,Horse,,,,,"sweating, muscular spasms, thirst, Weight loss, difficulty moving and eating",Dangerous: Yes
Classification,Duck,,,,,"loss of appetite, high body temperaure, lack of appetite, diarrhea, sudden death",Dangerous: Yes
Classification,Donkey,,,,,"sweating, dry or tacky gums, reduced appetite, lying down, dull ness",Dangerous: Yes
Classification,Donkey,,,,,"outstretched neck, dull ness, inappetence, noisy breathing, coughing",Dangerous: Yes
Classification,Donkey,,,,,"weight loss, dull ness, inappetence, self-isolation, recumbency",Dangerous: Yes
Classification,Mules,,,,,"weight loss, dull ness, muscles problem, self-isolation, recumbency",Dangerous: Yes
Classification,Elephant,,,,,"changed gait, dull ness, muscles problem, Pain, Pains",Dangerous: Yes
Classification,Elephant,,,,,"changed gait, dull ness, diffuse, difficulty diagnosis, Anemia",Dangerous: Yes
Classification,Elephant,,,,,"Difficulty in breathing, swelling problem, bleeding from wounds, frequent yawning, anorexia",Dangerous: Yes
Classification,Elephant,,,,,"undernutrition, drinking polluted water, listlessness, Staggering, anorexia",Dangerous: Yes
Classification,Deer,,,,,"wasting, stumbling, listlessness, drooling, drooping ears",Dangerous: Yes
Classification,Elk,,,,,"wasting, stumbling, listlessness, drooling, urination problem",Dangerous: Yes
Classification,Wapiti,,,,,"wasting, stumbling, listlessness, drooling, urination problem",Dangerous: Yes
Classification,Deer,,,,,"wasting, stumbling, listlessness, drooling, urination problem",Dangerous: Yes
Classification,Mule Deer,,,,,"wasting, stumbling, listlessness, drooling, urination problem",Dangerous: Yes
Classification,Black-Tailed Deer,,,,,"wasting, stumbling, listlessness, drooling, urination problem",Dangerous: Yes
Classification,Sika Deer,,,,,"wasting, stumbling, listlessness, drooling, urination problem",Dangerous: Yes
Classification,White-Tailed Deer,,,,,"wasting, stumbling, listlessness, drooling, drooping ears",Dangerous: Yes
Classification,Reindeer,,,,,"wasting, stumbling, listlessness, drooling, drooping ears",Dangerous: Yes
Classification,Moos,,,,,"wasting, stumbling, Fever, drooling, drooping ears",Dangerous: Yes
Classification,Tiger,,,,,"feline infections, lymphosarcoma, difficulty breating, stomatitis, anaemia",Dangerous: Yes
Classification,Deer,,,,,"sudden death, high temperature, difficulty breating, Weight loss, trembling",Dangerous: Yes
Classification,Cattle,,,,,"sudden death, high temperature, difficulty breating, Aneamia, trembling",Dangerous: Yes
Classification,Goats,,,,,"sudden death, high temperature, difficulty breating, Staggering, trembling",Dangerous: Yes
Classification,Sheep,,,,,"sudden death, high temperature, rapid pulse and heart rates, Depression, trembling",Dangerous: Yes
Classification,Buffaloes,,,,,"fever, loss of appetite, rapid pulse and heart rates, lameness in affected leg, depression",Dangerous: Yes
Classification,Sheep,,,,,"fever, loss of appetite, rapid pulse and heart rates, lameness in affected leg, depression",Dangerous: Yes
